rank,name,country_name,country_id,active,dob,totalPoints,tournamentPoints,rankingPoints,achievementsPoints,tGPoints,tFLPoints,tMPoints,tOPoints,tABPoints,tDTPoints,yearEndRankPoints,bestRankPoints,weeksAtNo1Points,weeksAtEloTopNPoints,bestEloRatingPoints,grandSlamPoints,bigWinsPoints,h2hPoints,recordsPoints,bestSeasonPoints,greatestRivalriesPoints,performancePoints,statisticsPoints,grandSlams,tourFinals,altFinals,masters,olympics,bigTitles,titles,weeksAtNo1,wonLost,bestEloRating,bestEloRatingDate,wonPct
15,Guillermo Vilas,Argentina,ARG,false,1952-08-17,242,191,32,19,63,19,34,0,74,1,18,5,0,7,2,1,8,7,3,0,0,0,0,4,1,0,3,0,8,62,0,943-291,2431,1977-12-05,76.4%
4,Jimmy Connors,United States,USA,false,1952-09-02,616,402,151,63,134,31,121,0,115,1,73,8,27,37,6,5,24,12,19,0,0,2,1,8,1,2,20,0,31,109,268,1275-285,2521,1978-10-29,81.7%
375,Rod Frawley,Australia,AUS,false,1952-09-08,4,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109-136,1951,1982-04-05,44.5%
53,Harold Solomon,United States,USA,false,1952-09-17,73,70,1,2,12,5,27,0,26,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,22,0,585-334,2256,1980-06-09,63.7%
635,Robin Drysdale,United Kingdom,GBR,false,1952-09-18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35-77,1809,1978-03-12,31.3%
635,Byron Bertram,South Africa,RSA,false,1952-10-29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111-140,1943,1977-07-04,44.2%
380,John Marks,Australia,AUS,false,1952-12-09,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28-81,1872,1979-01-09,25.7%
187,Corrado Barazzutti,Italy,ITA,false,1953-02-19,15,15,0,0,5,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,333-231,2142,1978-08-28,59.0%
91,Jose Higueras,Spain,ESP,false,1953-03-01,41,40,0,1,6,0,13,0,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,16,0,455-243,2210,1979-05-21,65.2%
61,Raul Ramirez,Mexico,MEX,false,1953-06-20,66,61,3,2,12,4,20,0,25,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,20,0,545-269,2249,1976-11-14,67.0%
232,Hank Pfister,United States,USA,false,1953-10-09,10,10,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,261-213,2060,1982-08-10,55.1%
133,Vijay Amritraj,India,IND,false,1953-12-14,24,24,0,0,4,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,411-315,2124,1980-12-16,56.6%
397,Ulrich Pinner,Germany,GER,false,1954-02-07,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,151-130,2031,1979-07-23,53.7%
185,Balazs Taroczy,Hungary,HUN,false,1954-05-09,15,15,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,429-239,2124,1981-06-19,64.2%
131,Mark Edmondson,Australia,AUS,false,1954-06-24,24,23,0,1,14,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,0,259-244,2050,1982-07-05,51.5%
323,Victor Amaya,United States,USA,false,1954-07-02,5,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,187-173,2108,1980-04-29,51.9%
32,Vitas Gerulaitis,United States,USA,false,1954-07-26,120,100,13,7,29,13,30,0,26,2,7,3,0,3,0,0,4,3,0,0,0,0,0,1,0,1,4,0,6,26,0,534-233,2335,1979-06-11,69.6%
262,John Lloyd,United Kingdom,GBR,false,1954-08-27,8,8,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,217-272,2027,1978-06-26,44.4%
342,Pat Dupre,United States,USA,false,1954-09-16,5,5,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182-198,2094,1979-09-11,47.9%
635,Paul Kronk,Australia,AUS,false,1954-09-22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112-188,1857,1981-07-06,37.3%
440,Bernard Mitton,South Africa,RSA,false,1954-11-09,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,206-226,1962,1977-03-28,47.7%
308,Paul Mcnamee,Australia,AUS,false,1954-11-12,6,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,245-230,2032,1983-06-13,51.6%
139,Brian Teacher,United States,USA,false,1954-12-23,23,23,0,0,10,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,335-235,2133,1981-01-09,58.8%
254,Peter Fleming,United States,USA,false,1955-01-21,8,8,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,224-214,2148,1979-10-01,51.1%
635,Belus Prajoux,Chile,CHI,false,1955-02-27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88-132,1893,1977-04-04,40.0%
334,Buster C Mottram,United Kingdom,GBR,false,1955-04-25,5,5,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,301-181,2068,1979-02-26,62.4%
527,Colin Dowdeswell,United Kingdom,GBR,false,1955-05-12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118-176,1882,1983-11-28,40.1%
291,Butch Walts,United States,USA,false,1955-06-04,6,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,142-136,2039,1980-01-21,51.1%
169,Peter Mcnamara,Australia,AUS,false,1955-07-05,18,17,0,1,5,0,2,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,204-136,2168,1981-07-20,60.0%
527,Richard Meyer,United States,USA,false,1955-09-04,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42-77,1852,1980-11-24,35.3%
440,Angel Gimenez,Spain,ESP,false,1955-10-10,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,86-108,1912,1981-05-25,44.3%
134,Victor Pecci,Paraguay,PAR,false,1955-10-15,24,23,0,1,6,0,6,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,368-251,2181,1981-06-08,59.5%
507,Francisco Gonzalez,Paraguay,PAR,false,1955-11-19,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112-174,1912,1983-03-11,39.2%
527,Rolf Gehring,Germany,GER,false,1955-11-25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120-144,1964,1981-05-25,45.5%
397,Pavel Slozil,Czech Republic,CZE,false,1955-12-29,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,146-162,1930,1981-03-23,47.4%
272,Hans Gildemeister,Chile,CHI,false,1956-02-09,7,7,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,212-144,2104,1979-12-21,59.6%
527,Jan Norback,Sweden,SWE,false,1956-03-06,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37-77,1840,1981-07-20,32.5%
635,Bruce Manson,United States,USA,false,1956-03-20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126-172,1963,1982-01-26,42.3%
76,Gene Mayer,United States,USA,false,1956-04-11,50,45,4,1,4,3,17,0,19,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,14,0,318-158,2303,1981-03-23,66.8%
135,Tomas Smid,Czech Republic,CZE,false,1956-05-20,24,24,0,0,2,0,5,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,522-335,2133,1984-03-12,60.9%
527,Nick Saviano,United States,USA,false,1956-06-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162-200,1937,1979-11-12,44.8%
8,Bjorn Borg,Sweden,SWE,false,1956-06-06,480,254,132,94,114,29,53,0,56,2,37,8,11,33,43,12,21,25,17,0,0,17,2,11,2,1,11,0,25,66,109,650-138,2622,1980-07-07,82.5%
527,Eddie Edwards,South Africa,RSA,false,1956-07-03,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87-134,1896,1986-07-14,39.4%
527,Werner Zirngibl,Germany,GER,false,1956-09-04,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42-70,1816,1978-06-19,37.5%
222,Steve Denton,United States,USA,false,1956-09-05,11,11,0,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108-116,2093,1982-12-16,48.2%
244,John Sadri,United States,USA,false,1956-09-19,9,9,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,215-190,2080,1981-01-26,53.1%
635,Stanislav Birner,Czech Republic,CZE,false,1956-10-11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63-121,1879,1981-08-04,34.2%
195,Bill Scanlon,United States,USA,false,1956-11-13,14,14,0,0,4,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,300-259,2122,1983-09-13,53.7%
480,Billy Martin,United States,USA,false,1956-12-25,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,145-175,1957,1977-08-30,45.3%
527,Dominique Bedel,France,FRA,false,1957-02-20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59-88,1846,1979-06-22,40.1%
527,Mark Vines,United States,USA,false,1957-02-23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8-24,1832,1981-11-02,25.0%
241,Chris Lewis Nzl,New Zealand,NZL,false,1957-03-09,9,9,0,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,224-188,2000,1983-07-18,54.4%
527,Matt Mitchell,United States,USA,false,1957-03-16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64-104,1890,1985-03-18,38.1%
527,Gianni Ocleppo,Italy,ITA,false,1957-04-06,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103-127,1958,1981-04-20,44.8%
507,Christophe Roger Vasselin,France,FRA,false,1957-07-08,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91-130,1899,1983-06-06,41.2%
480,Larry Stefanki,United States,USA,false,1957-07-23,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52-87,1895,1985-02-25,37.4%
480,Vincent Van Patten,United States,USA,false,1957-10-17,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109-117,1984,1981-11-02,48.2%
527,Howard Schoenfield,United States,USA,false,1957-11-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11-42,1803,1980-04-21,20.8%
397,Shlomo Glickstein,Israel,ISR,false,1958-01-06,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,189-160,1995,1981-11-30,54.2%
527,Matt Doyle,United States,USA,false,1958-01-13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63-76,1932,1983-10-31,45.3%
635,Ricardo Acuna,Chile,CHI,false,1958-01-13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74-115,1887,1985-07-08,39.2%
527,Erick Iskersky,United States,USA,false,1958-01-25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33-62,1840,1982-05-03,34.7%
130,Kevin Curren,United States,USA,false,1958-03-02,25,23,1,1,11,1,5,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,339-234,2162,1985-07-08,59.2%
480,Andreas Maurer,Germany,GER,false,1958-03-08,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115-142,1960,1985-07-15,44.7%
63,Johan Kriek,United States,USA,false,1958-04-05,61,57,0,4,28,3,10,0,16,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,2,0,4,14,0,376-222,2169,1982-03-15,62.9%
635,Drew Gitlin,United States,USA,false,1958-05-26,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34-48,1844,1983-07-18,41.5%
635,Eric Fromm,United States,USA,false,1958-06-27,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51-83,1939,1983-06-06,38.1%
397,Brad Drewett,Australia,AUS,false,1958-07-19,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,179-225,1905,1984-05-13,44.3%
527,Nduka Odizor,Nigeria,NGR,false,1958-08-09,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96-128,1896,1983-11-14,42.9%
74,Jose Luis Clerc,Argentina,ARG,false,1958-08-16,51,46,3,2,4,1,15,0,24,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,25,0,381-152,2297,1981-08-10,71.5%
635,Chip Hooper,United States,USA,false,1958-10-24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104-119,1988,1983-03-28,46.6%
350,Marty Davis,United States,USA,false,1958-11-15,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,157-173,1959,1986-02-24,47.6%
507,Peter Rennert,United States,USA,false,1958-12-26,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49-60,1900,1981-06-15,45.0%
269,Heinz Gunthardt,Switzerland,SUI,false,1959-02-08,7,7,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,248-207,2075,1980-07-14,54.5%
7,John McEnroe,United States,USA,false,1959-02-16,512,321,128,63,95,53,86,0,77,10,48,8,17,31,24,5,24,14,16,2,0,2,0,7,3,5,17,0,32,77,170,881-198,2583,1985-04-08,81.6%
386,Van Winitsky,United States,USA,false,1959-03-12,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,106-134,1986,1982-05-04,44.2%
104,Eliot Teltscher,United States,USA,false,1959-03-15,34,33,0,1,4,2,15,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10,0,400-216,2200,1981-10-19,64.9%
397,Robert Vant Hof,United States,USA,false,1959-04-10,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,83-105,1984,1983-08-22,44.1%
527,Jay Lapidus,United States,USA,false,1959-05-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75-106,1916,1982-12-21,41.4%
635,Pascal Portes,France,FRA,false,1959-05-28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102-123,1983,1981-02-02,45.3%
386,Mike Bauer,United States,USA,false,1959-06-29,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,75-91,1935,1984-04-16,45.2%
278,Mel Purcell,United States,USA,false,1959-07-18,7,7,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,191-164,2088,1981-10-12,53.8%
507,Leif Shiras,United States,USA,false,1959-08-21,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71-103,1876,1984-08-20,40.8%
436,Michiel Schapers,Netherlands,NED,false,1959-10-11,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166-187,1970,1988-02-29,47.0%
234,Tim Wilkison,United States,USA,false,1959-11-23,9,9,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,294-297,2036,1986-09-09,49.7%
366,Mark Dickson,United States,USA,false,1959-12-08,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,128-119,1975,1984-11-26,51.8%
527,Claudio Panatta,Italy,ITA,false,1960-02-02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105-142,1898,1984-06-11,42.5%
66,Andres Gomez,Ecuador,ECU,false,1960-02-27,56,51,4,1,13,3,11,0,24,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,3,21,0,530-274,2223,1985-04-08,65.9%
527,Fritz Buehning,United States,USA,false,1960-03-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114-120,2003,1981-03-16,48.7%
5,Ivan Lendl,United States,USA,false,1960-03-07,604,395,141,68,132,63,101,0,98,1,55,8,27,39,12,6,27,18,14,0,1,2,0,8,5,2,18,0,33,94,270,1069-242,2518,1986-03-24,81.5%
527,Per Hjertquist,Sweden,SWE,false,1960-04-06,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60-73,1920,1981-03-13,45.1%
44,Yannick Noah,France,FRA,false,1960-05-18,87,78,7,2,18,1,34,0,24,1,3,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,4,0,5,23,0,481-212,2268,1983-06-06,69.4%
83,Tim Mayotte,United States,USA,false,1960-08-03,44,43,0,1,11,2,13,2,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,12,0,340-203,2179,1986-07-07,62.6%
527,Marko Ostoja,Croatia,CRO,false,1960-10-20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88-142,1862,1982-07-26,38.3%
386,Pedro Rebolledo,Chile,CHI,false,1960-12-17,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,111-114,1946,1982-02-01,49.3%
247,John Fitzgerald,Australia,AUS,false,1960-12-28,8,8,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,241-232,2011,1984-03-26,51.0%
635,Broderick Dyke,Australia,AUS,false,1960-12-31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78-121,1895,1986-03-24,39.2%
527,Dan Cassidy,United States,USA,false,1961-04-29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35-75,1837,1984-12-31,31.8%
635,Christo Steyn,South Africa,RSA,false,1961-05-01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43-53,1917,1986-10-13,44.8%
527,Peter Doohan,Australia,AUS,false,1961-05-02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50-82,1892,1987-07-06,37.9%
213,Ramesh Krishnan,India,IND,false,1961-06-05,11,11,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,323-288,2032,1988-01-11,52.9%
105,Anders Jarryd,Sweden,SWE,false,1961-07-13,34,32,1,1,6,5,10,0,9,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8,0,396-260,2182,1986-04-14,60.4%
527,Danny Saltz,United States,USA,false,1961-07-30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17-20,1821,1984-05-13,45.9%
75,Brad Gilbert,United States,USA,false,1961-08-09,51,48,2,1,2,8,12,1,24,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,20,0,519-288,2210,1989-08-21,64.3%
507,Rodney Harmon,United States,USA,false,1961-08-16,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34-42,1908,1984-07-09,44.7%
386,Mario Martinez,"Bolivia, Plurinational State of",BOL,false,1961-09-12,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90-79,1950,1981-08-04,53.3%
357,Kelly Evernden,New Zealand,NZL,false,1961-09-21,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,136-147,2001,1987-10-12,48.1%
480,Pablo Arraya,Peru,PER,false,1961-10-21,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,179-180,1961,1983-11-28,49.9%
436,Ben Testerman,United States,USA,false,1962-02-02,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87-102,1947,1984-12-17,46.0%
480,Diego Perez,Uruguay,URU,false,1962-02-09,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225-236,1963,1984-05-20,48.8%
211,Juan Aguilera,Spain,ESP,false,1962-03-22,11,11,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,146-141,2059,1990-05-14,50.9%
635,Paul Chamberlin,United States,USA,false,1962-03-26,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57-66,1916,1989-07-31,46.3%
308,David Pate,United States,USA,false,1962-04-16,6,6,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,181-168,2023,1987-06-15,51.9%
