rank,name,country_name,country_id,active,dob,totalPoints,tournamentPoints,rankingPoints,achievementsPoints,tGPoints,tFLPoints,tMPoints,tOPoints,tABPoints,tDTPoints,yearEndRankPoints,bestRankPoints,weeksAtNo1Points,weeksAtEloTopNPoints,bestEloRatingPoints,grandSlamPoints,bigWinsPoints,h2hPoints,recordsPoints,bestSeasonPoints,greatestRivalriesPoints,performancePoints,statisticsPoints,grandSlams,tourFinals,altFinals,masters,olympics,bigTitles,titles,weeksAtNo1,wonLost,bestEloRating,bestEloRatingDate,wonPct
191,David Wheaton,United States,USA,false,1969-06-02,15,14,0,1,4,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,232-191,2121,1992-01-13,54.8%
101,Cedric Pioline,France,FRA,false,1969-06-15,35,33,1,1,16,0,9,0,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,0,389-318,2110,1993-11-15,55.0%
175,Malivai Washington,United States,USA,false,1969-06-20,17,17,0,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,251-183,2071,1992-10-26,57.8%
507,Bart Wuyts,Belgium,BEL,false,1969-09-15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,48-69,1870,1992-08-03,41.0%
308,Byron Black,Zimbabwe,ZIM,false,1969-10-06,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,276-248,2008,1998-07-06,52.7%
171,Guillermo Perez Roldan,Argentina,ARG,false,1969-10-20,17,14,0,3,1,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,241-137,2057,1989-06-12,63.8%
635,Jan Apell,Sweden,SWE,false,1969-11-04,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44-68,1949,1995-08-21,39.3%
357,Franco Davin,Argentina,ARG,false,1970-01-11,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,153-155,1999,1990-10-08,49.7%
527,Guillaume Raoux,France,FRA,false,1970-02-14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,179-225,1975,1998-02-23,44.3%
480,Alex Obrien,United States,USA,false,1970-03-07,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93-136,1963,1997-01-13,40.6%
635,Diego Nargiso,Italy,ITA,false,1970-03-15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100-154,1890,1992-03-24,39.4%
527,Frederic Fontang,France,FRA,false,1970-03-18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28-60,1844,1991-10-14,31.8%
136,Magnus Larsson,Sweden,SWE,false,1970-03-25,24,23,0,1,5,4,2,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,0,310-221,2188,1995-04-07,58.4%
527,Gabriel Markus,Argentina,ARG,false,1970-03-31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59-72,1908,1992-07-27,45.0%
239,Jason Stoltenberg,Australia,AUS,false,1970-04-04,9,9,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,303-267,2068,1994-08-15,53.2%
252,Jan Siemerink,Netherlands,NED,false,1970-04-14,8,8,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,273-271,2064,1998-10-05,50.2%
291,Richard Fromberg,Australia,AUS,false,1970-04-28,6,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,256-287,1965,1990-08-13,47.1%
9,Andre Agassi,United States,USA,false,1970-04-29,417,292,82,43,124,25,91,3,46,3,33,8,10,31,0,12,15,13,1,0,0,1,1,8,1,0,17,1,27,60,101,870-274,2376,1995-09-29,76.0%
334,Renzo Furlan,Italy,ITA,false,1970-05-17,5,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,223-240,2021,1996-07-29,48.2%
507,Cristiano Caratti,Italy,ITA,false,1970-05-24,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-117,1957,1991-05-20,38.1%
440,Jaime Oncins,Brazil,BRA,false,1970-06-16,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76-95,1967,1992-11-16,44.4%
283,Andrei Cherkasov,Russian Federation,RUS,false,1970-07-04,7,7,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,193-214,2063,1991-06-10,47.4%
78,Todd Martin,United States,USA,false,1970-07-08,47,43,3,1,20,4,5,0,14,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,411-234,2188,1999-02-01,63.7%
323,Slava Dosedel,Czech Republic,CZE,false,1970-08-14,5,5,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,196-193,2009,1998-05-25,50.4%
22,Jim Courier,United States,USA,false,1970-08-17,168,116,37,15,56,7,30,0,22,1,16,8,6,7,0,3,6,6,0,0,0,0,0,4,0,0,5,0,9,23,58,506-237,2330,1992-06-08,68.1%
291,Jacco Eltingh,Netherlands,NED,false,1970-08-29,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,127-147,2028,1995-07-10,46.4%
397,Marc Kevin Goellner,Germany,GER,false,1970-09-22,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,160-194,2014,1993-10-01,45.2%
440,Nicolas Pereira,"Venezuela, Bolivarian Republic of",VEN,false,1970-09-29,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,84-130,1868,1996-01-08,39.3%
110,Marc Rosset,Switzerland,SUI,false,1970-11-07,32,30,0,2,3,0,3,3,19,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,15,0,433-350,2116,1994-02-07,55.3%
55,Sergi Bruguera,Spain,ESP,false,1971-01-16,71,60,8,3,22,2,19,2,14,1,4,3,0,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,4,14,0,447-271,2232,1994-07-11,62.3%
527,Wayne Arthurs,Australia,AUS,false,1971-03-18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133-159,1948,2001-06-25,45.5%
260,Todd Woodbridge,Australia,AUS,false,1971-04-02,8,8,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,244-236,2039,1997-02-24,50.8%
440,Jonathan Stark,United States,USA,false,1971-04-03,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,136-151,1974,1994-03-07,47.4%
299,Fernando Meligeni,Brazil,BRA,false,1971-04-12,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,202-217,2021,1999-06-07,48.2%
357,Nicklas Kulti,Sweden,SWE,false,1971-04-22,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,154-182,1970,1991-01-07,45.8%
527,Chuck Adams,United States,USA,false,1971-04-23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83-93,1950,1994-08-29,47.2%
440,Stefano Pescosolido,Italy,ITA,false,1971-06-13,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109-159,1940,1994-01-10,40.7%
527,Jared Palmer,United States,USA,false,1971-07-02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69-80,1968,1994-11-14,46.3%
6,Pete Sampras,United States,USA,false,1971-08-12,522,316,140,66,144,52,72,0,45,3,58,8,29,42,3,11,21,19,14,0,0,1,0,14,5,2,11,0,32,64,286,762-222,2407,1994-05-16,77.4%
215,Younes El Aynaoui,Morocco,MAR,false,1971-09-12,11,11,0,0,4,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,269-227,2095,2002-05-06,54.2%
28,Goran Ivanisevic,Croatia,CRO,false,1971-09-13,125,107,12,6,33,16,24,1,31,2,5,5,0,2,0,0,4,1,0,0,0,0,1,1,0,1,2,0,4,22,0,599-333,2246,1992-11-23,64.3%
87,Wayne Ferreira,South Africa,RSA,false,1971-09-15,43,42,0,1,7,2,15,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,15,0,512-330,2158,1996-08-26,60.8%
52,Richard Krajicek,Netherlands,NED,false,1971-12-06,74,61,3,10,19,3,17,0,22,0,0,2,0,1,0,0,2,4,0,0,0,4,0,1,0,0,2,0,3,17,0,411-219,2214,1999-03-26,65.2%
527,Mauricio Hadad,Colombia,COL,false,1971-12-07,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66-54,1922,1996-02-16,55.0%
23,Michael Chang,United States,USA,false,1972-02-22,153,125,21,7,33,12,41,0,37,2,10,5,0,6,0,0,5,0,2,0,0,0,0,1,0,0,7,0,8,34,0,662-312,2267,1996-03-18,68.0%
421,Mikael Tillstrom,Sweden,SWE,false,1972-03-05,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112-113,1985,1997-04-14,49.8%
527,Hernan Gumy,Argentina,ARG,false,1972-03-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115-128,1939,1996-01-29,47.3%
334,Filip Dewulf,Belgium,BEL,false,1972-03-15,5,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,97-125,1968,1998-08-03,43.7%
112,Jonas Bjorkman,Sweden,SWE,false,1972-03-23,31,27,4,0,9,2,6,0,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,414-362,2174,1997-12-05,53.4%
366,Davide Sanguinetti,Italy,ITA,false,1972-08-25,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,170-244,1938,2002-03-29,41.1%
635,Emilio Benfele Alvarez,Spain,ESP,false,1972-11-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45-67,1862,1997-05-19,40.2%
527,Jordi Burillo,Spain,ESP,false,1972-12-07,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92-129,1913,1996-05-13,41.6%
214,Fabrice Santoro,France,FRA,false,1972-12-09,11,11,0,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,470-444,2052,2001-08-06,51.4%
635,Marcos Ondruska,South Africa,RSA,false,1972-12-18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118-147,1947,1993-03-23,44.5%
43,Patrick Rafter,Australia,AUS,false,1972-12-28,90,65,21,4,30,4,19,0,10,2,7,8,0,6,0,1,3,0,0,0,0,0,0,2,0,0,2,0,4,11,1,358-191,2255,1998-10-02,65.2%
246,Chris Woodruff,United States,USA,false,1973-01-02,8,8,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,109-104,2010,1997-08-04,51.2%
527,Antony Dupuis,France,FRA,false,1973-02-24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85-128,1878,2004-02-16,39.9%
386,David Prinosil,Germany,GER,false,1973-03-09,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,169-221,1963,2000-11-20,43.3%
635,Lionel Roux,France,FRA,false,1973-04-12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76-117,1909,1997-04-21,39.4%
323,Kenneth Carlsen,Denmark,DEN,false,1973-04-17,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,267-288,1944,1995-10-16,48.1%
366,Karim Alami,Morocco,MAR,false,1973-05-24,4,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,163-187,1969,2000-02-14,46.6%
527,Sargis Sargsian,Armenia,ARM,false,1973-06-03,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155-209,1959,2004-01-12,42.6%
527,Alex Calatrava,Spain,ESP,false,1973-06-14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67-109,1894,2001-06-11,38.1%
480,Leander Paes,India,IND,false,1973-06-17,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101-97,1927,1998-08-24,51.0%
125,Alberto Berasategui,Spain,ESP,false,1973-06-28,26,24,0,2,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,278-199,2134,1994-11-07,58.3%
323,Andrea Gaudenzi,Italy,ITA,false,1973-07-30,5,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,219-231,2033,1995-05-15,48.7%
88,Greg Rusedski,United Kingdom,GBR,false,1973-09-06,43,38,3,2,5,7,8,0,18,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,15,0,436-287,2178,1998-11-30,60.3%
397,Jerome Golmard,France,FRA,false,1973-09-09,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,144-143,2039,1999-04-26,50.2%
286,Hicham Arazi,Morocco,MAR,false,1973-10-19,7,7,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,221-226,2025,2002-01-07,49.4%
317,Albert Portas,Spain,ESP,false,1973-11-15,5,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,142-198,1993,2001-05-21,41.8%
212,Andrei Pavel,Romania,ROU,false,1974-01-27,11,11,0,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,279-266,2061,2004-05-17,51.2%
25,Yevgeny Kafelnikov,Russian Federation,RUS,false,1974-02-18,137,105,22,10,33,13,23,3,30,3,12,8,1,1,0,0,3,5,1,0,0,1,0,2,0,0,0,1,3,26,6,609-306,2216,1999-02-22,66.6%
173,Karol Kucera,Slovakia,SVK,false,1974-03-04,17,17,0,0,4,1,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,293-244,2125,1998-10-19,54.6%
65,Thomas Enqvist,Sweden,SWE,false,1974-03-13,57,52,4,1,6,6,19,0,19,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,19,0,448-297,2173,1997-02-17,60.1%
527,Julien Boutter,France,FRA,false,1974-04-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62-84,1982,2002-05-20,42.5%
62,Alex Corretja,Spain,ESP,false,1974-04-11,65,55,8,2,13,6,17,0,19,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,3,17,0,438-281,2182,2000-08-21,60.9%
480,Scott Draper,Australia,AUS,false,1974-06-05,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107-129,1996,1999-01-11,45.3%
315,Vincent Spadea,United States,USA,false,1974-07-19,6,6,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,311-359,2034,1999-09-13,46.4%
480,Adrian Voinea,Romania,ROU,false,1974-08-06,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136-176,1935,2002-05-20,43.6%
86,Andrei Medvedev,Ukraine,UKR,false,1974-08-31,43,40,2,1,9,3,18,0,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,11,0,321-213,2177,1994-05-09,60.1%
71,Tim Henman,United Kingdom,GBR,false,1974-09-06,54,51,2,1,16,5,14,0,16,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,11,0,496-274,2165,2002-04-22,64.4%
132,Felix Mantilla,Spain,ESP,false,1974-09-23,24,24,0,0,3,0,9,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,313-218,2133,1997-09-15,58.9%
440,Jan Kroslak,Slovakia,SVK,false,1974-10-17,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76-96,1934,1997-03-24,44.2%
635,Alex Radulescu,Germany,GER,false,1974-12-07,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-56,1905,1997-09-29,41.7%
635,Hendrik Dreekmann,Germany,GER,false,1975-01-29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97-118,1961,1996-09-30,45.1%
527,Neville Godwin,South Africa,RSA,false,1975-01-31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36-56,1841,2001-07-16,39.1%
323,Bohdan Ulihrach,Czech Republic,CZE,false,1975-02-23,5,5,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,230-246,2016,1998-11-02,48.3%
527,Juan Antonio Marin,Costa Rica,CRC,false,1975-03-02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80-123,1853,2000-01-10,39.4%
159,Jiri Novak,Czech Republic,CZE,false,1975-03-22,20,19,1,0,2,1,6,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,337-260,2112,2002-10-21,56.4%
128,Thomas Johansson,Sweden,SWE,false,1975-03-24,25,24,0,1,12,0,5,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,9,0,357-296,2136,2002-02-15,54.7%
527,Juan Balcells,Spain,ESP,false,1975-06-20,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41-49,1915,2001-05-07,45.6%
85,Albert Costa,Spain,ESP,false,1975-06-25,43,42,0,1,13,1,13,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,12,0,385-273,2154,1998-06-08,58.5%
299,Franco Squillari,Argentina,ARG,false,1975-08-22,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,155-165,2009,2000-07-24,48.4%
349,Roberto Carretero,Spain,ESP,false,1975-08-30,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,23-45,1913,1996-05-13,33.8%
527,Lars Burgsmuller,Germany,GER,false,1975-12-06,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90-152,1903,2001-06-18,37.2%
50,Marcelo Rios,Chile,CHI,false,1975-12-26,78,58,16,4,9,4,30,0,15,0,5,8,1,2,0,0,1,3,0,0,0,0,0,0,0,1,5,0,6,18,6,392-192,2241,1998-06-08,67.1%
527,Hyung Taik Lee,"Korea, Republic of",KOR,false,1976-01-03,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,161-164,1964,2008-03-24,49.5%
207,Nicolas Escude,France,FRA,false,1976-04-03,12,12,0,0,4,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,172-129,2091,2002-02-25,57.1%
440,Andrew Ilie,Australia,AUS,false,1976-04-18,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,89-116,1926,2000-06-12,43.4%
165,Rainer Schuettler,Germany,GER,false,1976-04-25,19,18,1,0,6,2,5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,327-337,2123,2003-10-13,49.2%
527,Jan Vacek,Czech Republic,CZE,false,1976-05-10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30-60,1845,2001-10-29,33.3%
106,Magnus Norman,Sweden,SWE,false,1976-05-30,33,25,7,1,7,0,4,0,13,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12,0,244-177,2172,2000-06-12,58.0%
187,Nicolas Lapentti,Ecuador,ECU,false,1976-08-13,15,15,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,322-298,2108,1999-11-08,51.9%
41,Carlos Moya,Spain,ESP,false,1976-08-27,93,79,12,2,19,10,24,0,23,3,3,8,0,1,0,0,2,0,0,0,0,0,0,1,0,0,3,0,4,20,2,575-319,2190,2004-06-07,64.3%
171,Sjeng Schalken,Netherlands,NED,false,1976-09-08,17,17,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,292-267,2085,2003-09-26,52.2%
27,Gustavo Kuerten,Brazil,BRA,false,1976-09-10,129,85,29,15,29,6,34,0,16,0,14,8,4,3,0,2,4,8,1,0,0,0,0,3,1,0,5,0,9,20,43,358-195,2281,2001-08-13,64.7%
283,Agustin Calleri,Argentina,ARG,false,1976-09-14,7,7,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,209-187,2043,2003-05-19,52.8%
421,Galo Blanco,Spain,ESP,false,1976-10-08,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122-175,1929,2001-07-30,41.1%
507,Alexander Popp,Germany,GER,false,1976-11-04,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45-65,1883,2003-07-07,40.9%
98,Mark Philippoussis,Australia,AUS,false,1976-11-07,36,35,0,1,11,1,7,0,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,11,0,313-204,2171,1999-03-15,60.5%
357,Stefan Koubek,Austria,AUT,false,1977-01-02,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,215-253,1970,2000-03-06,45.9%
357,Fernando Vicente,Spain,ESP,false,1977-03-08,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,157-213,1932,1999-08-02,42.4%
635,Andre Sa,Brazil,BRA,false,1977-05-06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52-92,1877,2002-07-29,36.1%
